#Network | Station | Latitude | Longitude | Elevation | SiteName | StartTime | EndTime
NP|5057|32.89413|-115.38142|-19|CA:Holtville;ECA3 Pine Union S|2000-05-03T18:00:00|3000-01-01T00:00:00
NP|5058|32.75172|-115.59516|-6|CA:El Centro;ECA11 McCabe Sch|2000-04-20T18:00:00|3000-01-01T00:00:00
NP|5060|32.991|-115.5128|-40|CA:Brawley;Arpt Hangar|1997-03-11T18:00:00|3000-01-01T00:00:00
NP|5061|33.1266|-115.5159|-55|CA:Calipatria;FS|2000-03-27T18:00:00|3000-01-01T00:00:00
NP|5062|33.17747|-115.61564|0|CA:Salton Sea;Wildlife Refuge|1990-05-23T18:00:00|2014-03-26T18:00:00
NP|5068|33.81679|-116.39454|69|CA:Thousand Palms;PO|2008-06-20T18:00:00|3000-01-01T00:00:00
NP|5069|33.9252|-116.39025|436|CA:Fun Valley;Rsvr Wtr Tank|1997-07-09T18:00:00|3000-01-01T00:00:00
NP|5071|34.04856|-116.57816|783|CA:Morongo Valley;FS 461|1997-03-26T18:00:00|3000-01-01T00:00:00
NP|5072|33.98986|-116.6563|0|CA:Whitewater Cyn;Trout Farm|1999-01-04T18:00:00|2007-01-24T18:00:00
NP|5073|33.91761|-116.78329|0|CA:Cabazon;PO|1996-08-22T18:00:00|3000-01-01T00:00:00
NP|5075|34.0885|-116.92056|1624|CA:Forest Falls;PO|1999-09-21T18:00:00|3000-01-01T00:00:00
NP|5076|34.07951|-117.04483|0|CA:Yucaipa;Mill Creek Rngr Sta|1990-01-10T18:00:00|3000-01-01T00:00:00
NP|5080|34.07834|-118.69391|183|CA:Malibu;Monte Nido FS|1999-04-23T18:00:00|3000-01-01T00:00:00
NP|5081|34.08401|-118.60014|228|CA:Malibu;Topanga Canyon FS|1996-07-31T18:00:00|2014-03-12T18:00:00
NP|5082|34.04973|-118.44929|83|CA:LA;Wadsworth VAMC  Bld 500|1999-06-22T18:00:00|3000-01-01T00:00:00
NP|5105|32.87566|-117.23208|86|CA:San Diego;VAMC  Bld 1|2001-12-03T18:00:00|3000-01-01T00:00:00
NP|5106|33.77674|-118.11899|24|CA:Long Beach;VAMC Bld 126|1996-12-15T18:00:00|3000-01-01T00:00:00
NP|5108|34.23095|-118.71354|552|CA:CanogaPrk;SantaSusana ETEC|2011-08-08T18:00:00|3000-01-01T00:00:00
NP|5129|33.9953|-118.16325|44|CA:LA;Bell Postal Facility|2008-09-23T18:00:00|3000-01-01T00:00:00
NP|5157|33.73783|-116.83773|585|CA:Idyllwild;Cranston FFS|2000-03-15T18:00:00|2005-11-30T18:00:00
NP|5158|32.83942|-115.48749|-29|CA:Imperial;ECA6 Huston Rd|2011-07-15T18:00:00|3000-01-01T00:00:00
NP|5160|33.55589|-116.67453|1197|CA:Anza;FS|1999-01-29T18:00:00|3000-01-01T00:00:00
NP|5161|34.13622|-117.21352|0|CA:Highland;FS 8|1999-11-16T18:00:00|3000-01-01T00:00:00
NP|5162|34.07018|-117.12112|539|CA:Mentone;FS 9|1999-09-21T18:00:00|3000-01-01T00:00:00
NP|5164|34.11428|-117.77923|334|CA:LaVerne;Weymouth Fltr Pl|2000-01-13T18:00:00|3000-01-01T00:00:00
NP|5165|32.79685|-115.5359|-14|CA:El Centro;Differential Arr|2000-04-19T18:00:00|3000-01-01T00:00:00
NP|5220|33.19373|-116.3289|225|CA:Borrego Springs;Scripps Cl|2000-03-09T18:00:00|3000-01-01T00:00:00
NP|5221|33.38215|-116.68976|1271|CA:Chihuahua Valley;Priv Resid|2008-08-28T18:00:00|3000-01-01T00:00:00
NP|5222|33.6022|-116.7557|0|CA:Anza;Tripp Flats|1996-08-20T18:00:00|3000-01-01T00:00:00
NP|5223|33.57783|-116.58987|1449|CA:Mtn Ctr;Pine Meadows Ranch|2000-03-16T18:00:00|3000-01-01T00:00:00
NP|5229|34.05016|-117.25001|0|CA:Loma Linda;VA Med Cntr S FF|2004-03-25T18:00:00|3000-01-01T00:00:00
NP|5230|33.56809|-116.51176|1387|CA:Rarick Springs|2011-07-17T18:00:00|3000-01-01T00:00:00
NP|5231|33.45931|-116.64423|1331|CA:Tule Canyon;Anza Arr|2011-07-07T18:00:00|3000-01-01T00:00:00
NP|5232|33.7077|-116.7174|0|CA:Idyllwild;Keenwild FS|1992-04-28T18:00:00|3000-01-01T00:00:00
NP|5233|34.05225|-118.26372|104|CA:LA;1100 Wilshire Blvd|2006-01-25T18:00:00|3000-01-01T00:00:00
NP|5235|33.96843|-117.44815|211|CA:Riverside;Santa Ana Rvr Br|2012-05-10T18:00:00|3000-01-01T00:00:00
NP|5239|33.91638|-118.06563|33|CA:Norwalk;12440 Imperial Hwy|1999-05-07T18:00:00|3000-01-01T00:00:00
NP|5241|33.51237|-116.80035|1043|CA:Cahuilla Valley;FS|2000-02-10T18:00:00|3000-01-01T00:00:00
NP|5243|33.89538|-118.37678|22|CA:Hawthorne;FAA Bld|1990-11-15T18:00:00|3000-01-01T00:00:00
NP|5245|34.10648|-117.28869|317|CA:SBD;Co Srv Ct|2002-02-13T18:00:00|3000-01-01T00:00:00
NP|5246|33.61828|-117.87945|55|CA:Newport Beach;840 Twin Twrs|2002-05-14T18:00:00|3000-01-01T00:00:00
NP|5265|34.235|-117.40764|0|CA:Devore;Devore Wtr Co|1998-09-23T18:00:00|3000-01-01T00:00:00
NP|5270|33.57218|-116.07718|0|CA:Mecca;FS|1997-03-14T18:00:00|2012-09-26T18:00:00
NP|5271|33.3527|-115.733|-65|CA:Bombay Beach;FS|1996-06-05T18:00:00|2014-03-27T18:00:00
NP|5272|32.7081|-115.09256|38|CA:Imp Vly;Midway Well|1997-03-12T18:00:00|3000-01-01T00:00:00
NP|5273|32.7948|-115.6911|0|CA:Seeley;Elem Sch|2000-04-19T18:00:00|2006-07-11T18:00:00
NP|5274|32.96246|-115.81474|96|CA:Imp Vly;Superstition Mtn Bs|2000-03-24T18:00:00|3000-01-01T00:00:00
NP|5275|33.92024|-117.32066|504|CA:Riverside;Mills Filter Plnt|2000-12-07T18:00:00|3000-01-01T00:00:00
NP|5276|34.30006|-114.1669|224|CA:Prker Dam;Gene Wash Dam|2000-11-08T18:00:00|3000-01-01T00:00:00
NP|5279|34.08388|-118.15996|0|CA:Alhambra;3213 Norwich Ave|1990-01-07T18:00:00|1992-01-01T18:00:00
NP|5281|33.65587|-117.85963|17|CA:Irvine;Brinderson Tower  2|1990-03-23T18:00:00|3000-01-01T00:00:00
NP|5282|34.36013|-117.63026|0|CA:Wrightwood;PO|1990-06-27T18:00:00|3000-01-01T00:00:00
NP|5283|34.251|-117.49|0|CA:Lytle Creek;Mtn Lks Resort|1991-02-12T18:00:00|1998-10-29T18:00:00
NP|5284|34.03998|-118.44629|62|CA:LA;1955 1/2 Purdue Ave|1991-01-31T18:00:00|2011-03-09T18:00:00
NP|5285|33.59953|-117.86686|0|CA:Corona Del Mar;Oasis Sr Ctr|1998-11-06T18:00:00|2009-01-21T18:00:00
NP|5286|33.65829|-117.93174|0|CA:Costa Mesa;FS 4|1990-01-05T18:00:00|3000-01-01T00:00:00
NP|5287|33.67795|-117.87015|0|CA:Costa Mesa;Orange Co Apt FS|1996-07-23T18:00:00|2006-01-11T18:00:00
NP|5288|33.69729|-118.02485|0|CA:Huntington Beach;Springdale|1991-03-12T18:00:00|3000-01-01T00:00:00
NP|5289|33.82176|-116.96836|0|CA:San Jacinto;MWD W Portal|1991-04-09T18:00:00|3000-01-01T00:00:00
NP|5290|34.04606|-118.16451|105|CA:Monterey Prk;2580 Corporate|1990-11-30T18:00:00|1991-12-30T18:00:00
NP|5291|34.08842|-118.20264|0|CA:LA;981 Montecito Dr|1992-01-01T18:00:00|1994-12-09T18:00:00
NP|5293|34.05289|-118.23827|87|CA:LA;255 East Temple St|1991-07-01T18:00:00|1996-12-31T18:00:00
NP|5294|33.74624|-116.2163|0|CA:Indio;Jackson Rd|1992-04-09T18:00:00|3000-01-01T00:00:00
NP|5295|33.92461|-116.54775|270|CA:North Palm Springs;FS 36|1992-04-09T18:00:00|3000-01-01T00:00:00
NP|5296|34.13665|-118.12847|0|CA:Pasadena;USGS/NSMP Office|1991-12-30T18:00:00|3000-01-01T00:00:00
NP|5297|34.19231|-118.02247|748|CA:Arcadia;Chantry Flat Forest|1999-11-22T18:00:00|3000-01-01T00:00:00
NP|5298|33.014|-117.33|0|CA:Lockhart;Most Ranch|1993-02-25T18:00:00|1998-04-15T18:00:00
NP|5299|34.849|-117.129|0|CA:Barstow;Sun Valley CC|1993-02-02T18:00:00|2000-01-01T18:00:00
NP|530|33.91679|-118.06756|809|CA:LA;695 S Vermont Ave|1991-05-07T18:00:00|2001-01-01T18:00:00
NP|5300|34.1177|-117.09788|795|CA:Redlands;Seven Oaks Dam|1999-12-06T18:00:00|3000-01-01T00:00:00
NP|5324|33.87312|-117.12019|0|CA:Lakeview;SanJacintoWildlife|1993-04-28T18:00:00|2011-06-22T18:00:00
NP|5326|34.105|-117.2827|0|CA:SBD;FS 01|1993-08-21T18:00:00|3000-01-01T00:00:00
NP|5327|34.16521|-117.28855|0|CA:SBD;FS 07|1993-08-22T18:00:00|3000-01-01T00:00:00
NP|5328|34.0469|-117.277|0|CA:SBD;Montecito Mem Prk|1994-03-01T18:00:00|2009-12-10T18:00:00
NP|5329|34.06908|-117.27572|0|CA:SBD;FS 11|1998-06-18T18:00:00|3000-01-01T00:00:00
NP|5330|34.10348|-117.34895|0|CA:SBD;FS 09|1999-11-10T18:00:00|3000-01-01T00:00:00
NP|5331|34.16633|-117.25111|490|CA:SBD;Del Rosa Work Sta|1999-12-21T18:00:00|3000-01-01T00:00:00
NP|5335|34.15553|-117.39759|0|CA:San Bernardino;Fontana Pwr|1994-12-09T18:00:00|2001-08-29T18:00:00
NP|5336|34.14492|-117.21876|0|CA:SBD;Serrano Sch|1994-12-08T18:00:00|3000-01-01T00:00:00
NP|5337|33.91683|-118.06563|0|CA:SBD;FS 04|1999-11-16T18:00:00|3000-01-01T00:00:00
NP|5339|34.09182|-117.29019|0|CA:SBD;FS 10|1994-12-08T18:00:00|3000-01-01T00:00:00
NP|5341|34.05802|-117.30492|0|CA:Colton;Kaiser Med Clinic|1994-12-09T18:00:00|3000-01-01T00:00:00
NP|5371|34.20588|-117.3671|0|CA:SBD;N Verdemont Sch|1999-11-24T18:00:00|3000-01-01T00:00:00
NP|5372|33.61581|-116.62124|0|CA:Idyllwild;Kenworthy FS|1994-10-26T18:00:00|3000-01-01T00:00:00
NP|5373|34.12288|-117.28792|0|CA:SBD;Lincoln Sch|1994-12-09T18:00:00|3000-01-01T00:00:00
NP|5375|33.15569|-116.1679|0|CA:Ocotillo Wells;Veh Rec Area|1995-02-04T18:00:00|3000-01-01T00:00:00
NP|5396|34.07287|-118.17741|0|CA:LA;Acosta Res|1996-03-20T18:00:00|3000-01-01T00:00:00
NP|5397|34.051|-118.239|0|CA:LA;Parker Center LAPD|1996-09-26T18:00:00|1998-07-22T18:00:00
NP|5398|34.1949|-118.3537|0|CA:Burbank;Burbank Arpt FS|1997-02-20T18:00:00|2007-01-22T18:00:00
NP|5399|33.94341|-118.41225|0|CA:LA;LAX FS 80|1997-04-11T18:00:00|2010-10-26T18:00:00
NP|5400|34.11267|-117.96946|136|CA:Santa Fe Dam|2012-07-18T18:00:00|3000-01-01T00:00:00
NP|5401|34.39727|-118.91807|0|CA:Fillmore;PacBell Facility|1997-02-27T18:00:00|2005-04-18T18:00:00
NP|5402|34.07596|-118.3954|72|CA:Beverly Hills;PacBell Facil|1997-03-03T18:00:00|2014-03-14T18:00:00
NP|5403|34.39697|-119.29874|158|CA:Ventura;Oakview PacBell Fac|1997-03-24T18:00:00|2014-03-25T18:00:00
NP|5404|34.155|-118.64111|0|CA:Calabasas;PacBell Facil|1997-04-03T18:00:00|2005-12-13T18:00:00
NP|5405|34.06678|-118.44199|0|CA:LA;UCLA Factor Bld|1997-09-15T18:00:00|3000-01-01T00:00:00
NP|5406|34.24108|-118.52927|0|CA:Northridge;CSUN  Engr Bld|1997-09-23T18:00:00|3000-01-01T00:00:00
NP|5407|34.13692|-118.1262|233|CA:Pasadena;Millikan Library|1998-01-20T18:00:00|3000-01-01T00:00:00
NP|5408|34.20956|-118.18631|0|CA:La Canada;Wald Res|1998-06-10T18:00:00|2003-01-31T18:00:00
NP|5409|34.23396|-117.48244|839|CA:Lytle Creek;FS|1998-10-29T18:00:00|3000-01-01T00:00:00
NP|5410|34.19873|-118.17314|338|CA:Pasadena;JPL Bld 179|1999-05-07T18:00:00|3000-01-01T00:00:00
NP|5411|33.83066|-118.32888|27|CA:Torrance;FS 1|1999-05-14T18:00:00|3000-01-01T00:00:00
NP|5412|34.20086|-118.17439|362|CA:Pasadena;JPL Bld 230|1999-06-18T18:00:00|3000-01-01T00:00:00
NP|5413|32.86157|-115.52688|-24|CA:Imperial;Imp Co Landfill|1999-05-07T18:00:00|3000-01-01T00:00:00
NP|5414|34.20115|-118.16877|344|CA:Pasadena;JPL Bld 302|2000-09-21T18:00:00|3000-01-01T00:00:00
NP|5415|34.20038|-118.1747|354|CA:Pasadena;JPL Bld 180|2000-09-24T18:00:00|3000-01-01T00:00:00
NP|5416|34.2022|-118.1743|387|CA:Pasadena;JPL Bld 144|2000-09-25T18:00:00|3000-01-01T00:00:00
NP|5417|36.802|-118.2041|0|CA:Independence;Museum|2001-02-23T18:00:00|2001-07-16T18:00:00
NP|5418|36.1096|-117.9565|0|CA:Haiwee;LA DWP Pwr Pl|2001-02-21T18:00:00|2001-07-16T18:00:00
NP|5419|35.64906|-117.66187|689|CA:China Lake;Nav Weapon Ctr|2001-02-21T18:00:00|3000-01-01T00:00:00
NP|5420|34.81993|-118.94537|1412|CA:Frazier Prk;PO|2001-01-25T18:00:00|3000-01-01T00:00:00
NP|5421|34.13065|-118.49205|410|CA:LA;Mullholland Dr FS 109|2001-04-20T18:00:00|3000-01-01T00:00:00
NP|5422|34.18504|-118.44698|0|CA:Van Nuys;FS 39|2001-04-24T18:00:00|3000-01-01T00:00:00
NP|5423|34.30878|-118.44791|384|CA:Sylmar;FS 91|2001-04-27T18:00:00|3000-01-01T00:00:00
NP|5424|34.19301|-118.5103|222|CA:Reseda;FS 100|2001-04-27T18:00:00|3000-01-01T00:00:00
NP|5425|34.27718|-118.55965|362|CA:Granada Hls;Porter Rnch FS8|2002-04-11T18:00:00|3000-01-01T00:00:00
NP|5426|34.28972|-118.50108|352|CA:Granada Hls;Knollwood FS 18|2002-04-12T18:00:00|3000-01-01T00:00:00
NP|5427|34.17291|-118.54935|243|CA:Tarzana;FS 93|2001-05-03T18:00:00|3000-01-01T00:00:00
NP|5428|34.24739|-118.60345|285|CA:Chatsworth;FS 96|2001-05-04T18:00:00|3000-01-01T00:00:00
NP|5429|33.90386|-118.24532|26|CA:Compton;Cressey Prk FS 3|2001-05-08T18:00:00|3000-01-01T00:00:00
NP|5430|33.19814|-117.37824|26|CA:Oceanside;FS 1|2001-06-12T18:00:00|3000-01-01T00:00:00
NP|5431|34.2186|-118.86804|247|CA:Thousand Oaks;FS 34|2001-06-14T18:00:00|3000-01-01T00:00:00
NP|5432|34.26944|-118.78273|233|CA:Simi Valley;FS 45|2001-06-14T18:00:00|3000-01-01T00:00:00
NP|5433|34.20253|-118.17384|0|CA:Pasadena;JPL Bld 150|2002-02-08T18:00:00|3000-01-01T00:00:00
NP|5434|34.0848|-118.86379|412|CA:Malibu;Los Angeles FS 72|2002-03-13T18:00:00|3000-01-01T00:00:00
NP|5435|33.91677|-116.38979|405|CA:Sky Valley;FS 56|2002-03-14T18:00:00|3000-01-01T00:00:00
NP|5436|34.20012|-118.17348|351|CA:Pasadena;JPL Bld 264|2001-10-25T18:00:00|3000-01-01T00:00:00
NP|5437|34.20153|-118.17228|365|CA:Pasadena;JPL Bld 310|2002-10-25T18:00:00|3000-01-01T00:00:00
NP|5438|34.08681|-117.31149|323|CA:SBD;Valley Coll Obs|2003-05-14T18:00:00|3000-01-01T00:00:00
NP|5439|34.05453|-118.23646|85|CA:LA;MWD HQ Bld|2004-03-17T18:00:00|3000-01-01T00:00:00
NP|5440|32.87514|-117.22977|98|CA:San Diego;VAMC Bld 16|2004-06-09T18:00:00|3000-01-01T00:00:00
NP|5441|33.93365|-117.12765|519|CA:Moreno Vly;MWD Pipeline FF|2004-07-20T18:00:00|3000-01-01T00:00:00
NP|5442|34.04905|-116.94032|1561|CA:Oak Glen|2004-10-13T18:00:00|3000-01-01T00:00:00
NP|5443|33.84447|-116.31079|0|CA:Thousand Palms;Vly Prsrv HQ|2004-10-13T18:00:00|2010-10-27T18:00:00
NP|5444|33.63461|-116.09534|-12|CA:Thermal;Office Storage Rm|2004-10-14T18:00:00|2014-03-24T18:00:00
NP|5445|35.06123|-119.02804|0|CA:Wheeler Ridge;SoCal Gas Co|2005-01-26T18:00:00|2006-04-19T18:00:00
NP|5446|33.6427|-117.8411|43|CA:Irvine;UC Irvine  IT Bld|2004-11-08T18:00:00|3000-01-01T00:00:00
NP|5447|33.83389|-117.36594|449|CA:Cajalco Creek Dam|2005-01-20T18:00:00|3000-01-01T00:00:00
NP|5449|33.74861|-117.87501|33|CA:Santa Ana;Fed Bld|2005-08-16T18:00:00|3000-01-01T00:00:00
NP|5460|34.0504|-118.252|0|CA:LA;520 S Grand|1992-11-01T18:00:00|1994-01-21T18:00:00
NP|5467|34.06|-118.438|0|CA:LA;3200 Wilshire Blvd|1995-01-26T18:00:00|1999-12-31T18:00:00
NP|5470|35.06081|-119.02644|129|CA:Wheeler Ridge;Compressor|2006-05-23T18:00:00|3000-01-01T00:00:00
NP|5471|34.19988|-118.36201|0|CA:Burbank;Burbank Arpt|2007-01-23T18:00:00|2010-06-30T18:00:00
NP|5472|33.70161|-116.99895|544|CA:Diamond Vly Lk;East Dam|1999-11-08T18:00:00|3000-01-01T00:00:00
NP|5473|33.6911|-117.05386|492|CA:Diamond Vly Lk;Saddle Dam|1999-11-08T18:00:00|3000-01-01T00:00:00
NP|5474|33.68089|-117.06626|528|CA:Diamond Vly Lk;Don Owen Dam|1999-11-08T18:00:00|3000-01-01T00:00:00
NP|5475|33.68507|-117.06313|532|CA:Diamond Vly Lk  I/OTower|1999-11-08T18:00:00|3000-01-01T00:00:00
NP|5476|34.23488|-118.67558|585|CA:W Hls;Boeing S Susana B319|2008-08-23T18:00:00|3000-01-01T00:00:00
NP|5477|34.05374|-118.23968|87|CA:LA:300 N L.A. Federal Bld|2009-04-01T18:00:00|3000-01-01T00:00:00
NP|5478|34.24636|-118.48377|283|CA:N Hls;Sepulveda VAMC B10|2009-12-10T18:00:00|3000-01-01T00:00:00
NP|5479|34.05034|-117.27737|0|CA:SBD;Montecito Mem Pk|2009-12-11T18:00:00|3000-01-01T00:00:00
NP|5480|34.70307|-118.42574|947|CA:Elizabeth Lake Tunnel  N|2010-05-01T18:00:00|3000-01-01T00:00:00
NP|5481|34.5993|-118.45375|918|CA:Elizabeth Lake Tunnel  S|2013-09-05T18:00:00|3000-01-01T00:00:00
NP|5482|32.73717|-115.99438|0|CA:Ocotillo;Imperial CO  FS 6|2010-04-08T18:00:00|3000-01-01T00:00:00
NP|5483|34.05191|-118.23831|82|CA:LA;VA LA Amb Care Cntr  B1|2011-01-24T18:00:00|3000-01-01T00:00:00
NP|5485|34.05504|-118.46187|104|CA:LA;VAMC W LA  B114|2010-11-09T18:00:00|3000-01-01T00:00:00
NP|5486|33.83975|-117.75229|259|CA:Anaheim;Walnut Cyn Dam CR|2010-06-10T18:00:00|3000-01-01T00:00:00
NP|5487|33.83857|-117.75169|261|CA:Anaheim;Walnut Cyn Dam LA|2010-06-10T18:00:00|3000-01-01T00:00:00
NP|5488|33.83944|-117.75629|202|CA:Anaheim;Walnut Cyn Dam DS|2010-11-18T18:00:00|3000-01-01T00:00:00
NP|5489|32.65876|-116.09995|888|CC:Jacamba;Desert View Tower|2010-04-07T18:00:00|3000-01-01T00:00:00
NP|5490|32.68091|-115.69101|-1|CA:Calexico;TB Hay Farm|2010-04-01T18:00:00|3000-01-01T00:00:00
NP|5492|34.20011|-118.36044|221|CA:Burbank;Burbank Arpt FS|2010-07-01T18:00:00|2014-03-10T18:00:00
NP|5493|32.822239|-116.529671|1137|Pine Valley FS|2011-03-10T00:00:00|3000-01-01T00:00:00
NP|5494|32.95861|-116.57937|1486|CA:Julian;Cuyamaca R St Park|2011-03-24T18:00:00|3000-01-01T00:00:00
NP|5495|33.23326|-116.7602|842|CA:Santa Isabel;Henshaw FFS|2011-04-11T18:00:00|3000-01-01T00:00:00
NP|5496|33.28842|-116.96169|0|CA:Pauma Valley;Rincon FFS|2011-03-25T18:00:00|3000-01-01T00:00:00
NP|5498|33.87316|-117.12102|414|CA:Lakeview;San Jacinto WLA|2011-06-22T18:00:00|3000-01-01T00:00:00
NP|5499|33.94046|-118.42066|30|CA:LA;LAX FS 80|2012-02-07T18:00:00|3000-01-01T00:00:00
NP|5501|34.06848|-118.44334|104|CA:LA;UCLA Boelter Hall|2013-06-01T18:00:00|3000-01-01T00:00:00
NP|5502|32.71492|-117.16624|10|CA:San Diego;US Crthse Annex|2013-03-21T18:00:00|3000-01-01T00:00:00
NP|5503|33.56946|-116.07299|0|CA:Mecca;New FS No 40|2012-09-26T18:00:00|3000-01-01T00:00:00
NP|5504|34.26064|-118.3861|332|CA:LA;Hansen Dam  Crest|2014-01-14T18:00:00|3000-01-01T00:00:00
NP|5505|33.89671|-117.88638|94|CA:Fullerton; Dam Intake Tower|2013-11-04T18:00:00|3000-01-01T00:00:00
NP|634|33.91679|-118.06756|32|CA:Norwalk;12400 Imperial Hwy|1997-10-02T18:00:00|3000-01-01T00:00:00
NP|637|34.2489|34.2489|276|CA:LA;Sepulveda VAMC Bld 40|2004-06-03T18:00:00|3000-01-01T00:00:00
NP|638|34.06273|-118.46321|136|CA:W LA;Brentwood VAMC Bld 259|2004-07-28T18:00:00|3000-01-01T00:00:00
NP|655|34.313|-118.49881|393|CA:Sylmar;Jensen Flt Plant|1996-07-25T18:00:00|3000-01-01T00:00:00
NP|656|34.14055|-117.75121|481|CA:LaVerne;Live Oak Rsvr|1991-07-18T18:00:00|3000-01-01T00:00:00
NP|697|33.93509|-117.88392|187|CA:Brea;Orange Co Rsvr|2000-05-31T18:00:00|3000-01-01T00:00:00
NP|698|33.91175|-117.82041|253|CA:Yorba Linda;Diemer Filter|2000-05-31T18:00:00|3000-01-01T00:00:00
NP|7000|45.63748|-122.65373|0|WA:Vancouver;VAMC Bld 17|2004-02-10T18:00:00|3000-01-01T00:00:00
NP|7004|45.34394|-119.54888|659|OR:Willow Creek Dam|2007-09-17T18:00:00|3000-01-01T00:00:00
NP|7005|45.61375|-121.1399|50|OR:The Dalles Dam|2009-07-14T18:00:00|3000-01-01T00:00:00
NP|7006|45.71842|-120.69974|58|OR:John Day Dam|2007-09-18T18:00:00|3000-01-01T00:00:00
NP|7007|46.36445|-122.55328|245|WA:Toutle Rvr Dam|1990-04-18T18:00:00|3000-01-01T00:00:00
NP|7009|46.249|-118.87966|133|WA:Ice Harbor Dam|1999-08-05T18:00:00|3000-01-01T00:00:00
NP|7010|47.608|-122.332|61|WA:Seattle;Crowne Plaza Hotel|1991-10-25T18:00:00|3000-01-01T00:00:00
NP|7011|45.936|-119.298|99|OR:McNary Dam|1998-08-03T18:00:00|3000-01-01T00:00:00
NP|7012|46.535|-122.425|0|WA:Mossyrock Dam;Mossyrock Dam|1993-02-10T18:00:00|3000-01-01T00:00:00
NP|7013|45.45|-122.64159|0|OR:Portland;Clackamus Hwy|2007-04-26T18:00:00|3000-01-01T00:00:00
NP|7014|47.03491|-122.89434|0|WA:Olympia;Capitol Child Care|1993-11-18T18:00:00|1996-10-04T18:00:00
NP|7015|47.03737|-122.89763|0|WA:Olympia;DNR Bld Arr|1993-11-16T18:00:00|3000-01-01T00:00:00
NP|7016|42.17559|-121.79927|1247|OR:Klamath Falls;Klamath Rv OC|2008-12-02T18:00:00|3000-01-01T00:00:00
NP|7017|45.50658|-122.67169|2|OR:Portland;Marquam Brdg|2010-08-13T18:00:00|3000-01-01T00:00:00
NP|7018|45.51794|-122.66619|10|OR:Portland;Morrison Ramp|2007-05-26T18:00:00|3000-01-01T00:00:00
NP|7019|45.46987|-122.68525|94|OR:Portland;Terwilliger Blvd|2009-06-17T18:00:00|3000-01-01T00:00:00
NP|7020|47.425|-122.294|0|WA:SeaTac;Angle Lk Prof Ctr|1995-02-01T18:00:00|1998-01-05T18:00:00
NP|7021|44.55562|-123.06119|0|OR:Corvallis;Corv-Lebanon Hwy|1996-05-18T18:00:00|3000-01-01T00:00:00
NP|7022|43.36298|-124.17571|0|OR:Coos Bay;Catching Slough Br|2008-12-05T18:00:00|3000-01-01T00:00:00
NP|7023|43.24782|-123.36045|157|OR:Roseburg;North Roseburg OC|1996-07-27T18:00:00|3000-01-01T00:00:00
NP|7024|44.07002|-121.30643|0|OR:Bend;Division St OC|1996-06-28T18:00:00|2005-06-26T18:00:00
NP|7025|42.7183|-124.46443|0|OR:Port Orford;Rocky Pt Vduct|1996-02-28T18:00:00|3000-01-01T00:00:00
NP|7026|48.24313|-122.45464|0|WA:Stanwood;Camano Island FS 3|1998-03-13T18:00:00|2011-02-02T18:00:00
NP|7027|47.54835|-122.2767|0|WA:Seattle;FS 28|1998-03-14T18:00:00|2009-07-10T18:00:00
NP|7028|47.91351|-124.63432|0|WA:Forks;La Push USCG Sta|1998-03-15T18:00:00|3000-01-01T00:00:00
NP|7029|48.13436|-122.76521|17|WA:Pt Townsend;Ft Worden St Pk|1999-04-12T18:00:00|3000-01-01T00:00:00
NP|7030|47.45086|-122.30219|122|WA:Seattle;SeaTac Arpt FS|1999-06-29T18:00:00|3000-01-01T00:00:00
NP|7031|47.99665|-122.19916|30|WA:Everett;FS 2|1999-06-30T18:00:00|3000-01-01T00:00:00
NP|7032|47.58429|-122.38866|93|WA:West Seattle;FS 29|1999-06-29T18:00:00|3000-01-01T00:00:00
NP|7033|48.512|-122.61342|6|WA:Anacortes;FS|1999-07-01T18:00:00|3000-01-01T00:00:00
NP|7034|47.56909|-122.62728|0|WA:Bremerton;FS 1|1999-07-02T18:00:00|2006-09-25T18:00:00
NP|7035|46.97159|-123.82637|5|WA:Aberdeen;FS|1999-07-20T18:00:00|3000-01-01T00:00:00
NP|7036|46.0643|-118.26396|378|WA:Mill Creek Dam|1999-08-02T18:00:00|3000-01-01T00:00:00
NP|7037|47.66547|-122.39689|1|WA:Seattle;Ship Canal Locks|2000-07-24T18:00:00|3000-01-01T00:00:00
NP|7038|46.98491|-122.90996|0|WA:Tumwater;FS HQ|2001-03-22T18:00:00|3000-01-01T00:00:00
NP|7039|47.4676|-123.8466|0|WA:Quinault Lk;Ranger Sta|2000-07-31T18:00:00|3000-01-01T00:00:00
NP|7040|47.85586|-122.58335|8|WA:Port Gamble;Museum|2000-12-14T18:00:00|3000-01-01T00:00:00
NP|7041|48.11517|-123.43668|0|WA:Port Angeles;FS|2000-12-15T18:00:00|3000-01-01T00:00:00
NP|7042|45.61097|-122.4963|86|WA:Vancouver;USGS  CVO|2002-02-05T18:00:00|3000-01-01T00:00:00
NP|7043|48.71959|-122.49783|38|WA:Bellingham;FS 2|2002-02-11T18:00:00|3000-01-01T00:00:00
NP|7044|47.1362|-122.4822|87|WA:McChord AFB;FS|2002-02-13T18:00:00|3000-01-01T00:00:00
NP|7045|46.6855|-123.73398|3|WA:Raymond;FS|2002-02-06T18:00:00|3000-01-01T00:00:00
NP|7046|47.12012|-122.56534|0|WA:Camp Murray|2002-09-10T18:00:00|3000-01-01T00:00:00
NP|7047|48.98701|-117.34835|611|WA:Boundary Dam|2002-10-31T18:00:00|3000-01-01T00:00:00
